item	cash	class	script	note
object/tangible/wearables/armor/padded/armor_padded_s01_boots.iff	1			
object/tangible/wearables/armor/padded/armor_padded_s01_bracer_l.iff	1			
object/tangible/wearables/armor/padded/armor_padded_s01_bracer_r.iff	1			
object/tangible/wearables/armor/padded/armor_padded_s01_chest_plate.iff	1			
object/tangible/wearables/armor/padded/armor_padded_s01_gloves.iff	1			
object/tangible/wearables/armor/padded/armor_padded_s01_helmet.iff	1			
object/tangible/wearables/armor/padded/armor_padded_s01_leggings.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_belt.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_belt_camo.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_belt_gcw.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_bicep_l.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_bicep_l_camo.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_bicep_l_gcw.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_bicep_r.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_bicep_r_camo.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_bicep_r_gcw.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_boots.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_boots_camo.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_boots_gcw.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_bracer_l.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_bracer_l_camo.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_bracer_l_gcw.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_bracer_r.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_bracer_r_camo.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_bracer_r_gcw.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_chest_plate.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_chest_plate_camo.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_chest_plate_gcw.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_gloves.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_gloves_camo.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_gloves_gcw.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_helmet.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_helmet_camo.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_helmet_gcw.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_leggings.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_leggings_camo.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_assault_leggings_gcw.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_spec_ops_belt.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_spec_ops_bicep_l.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_spec_ops_bicep_r.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_spec_ops_boots.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_spec_ops_bracer_l.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_spec_ops_bracer_r.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_spec_ops_chest_plate.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_spec_ops_gloves.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_spec_ops_helmet.iff	1			
object/tangible/wearables/armor/rebel_assault/armor_rebel_spec_ops_leggings.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_belt.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_belt_gcw.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_bicep_l.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_bicep_l_gcw.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_bicep_r.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_bicep_r_gcw.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_boots.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_boots_gcw.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_bracer_l.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_bracer_l_gcw.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_bracer_r.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_bracer_r_gcw.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_chest_plate.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_chest_plate_gcw.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_gloves.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_gloves_gcw.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_helmet.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_helmet_gcw.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_leggings.iff	1			
object/tangible/wearables/armor/rebel_battle/armor_rebel_battle_leggings_gcw.iff	1			
object/tangible/wearables/armor/rebel_snow/armor_rebel_snow_belt.iff	1			
object/tangible/wearables/armor/rebel_snow/armor_rebel_snow_bicep_l.iff	1			
object/tangible/wearables/armor/rebel_snow/armor_rebel_snow_bicep_r.iff	1			
object/tangible/wearables/armor/rebel_snow/armor_rebel_snow_boots.iff	1			
object/tangible/wearables/armor/rebel_snow/armor_rebel_snow_bracer_l.iff	1			
object/tangible/wearables/armor/rebel_snow/armor_rebel_snow_bracer_r.iff	1			
object/tangible/wearables/armor/rebel_snow/armor_rebel_snow_chest_plate.iff	1			
object/tangible/wearables/armor/rebel_snow/armor_rebel_snow_gloves.iff	1			
object/tangible/wearables/armor/rebel_snow/armor_rebel_snow_helmet.iff	1			
object/tangible/wearables/armor/rebel_snow/armor_rebel_snow_leggings.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_belt.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_belt_gcw.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_bicep_l.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_bicep_l_gcw.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_bicep_r.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_bicep_r_gcw.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_boots.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_boots_gcw.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_bracer_l.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_bracer_l_gcw.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_bracer_r.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_bracer_r_gcw.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_chest_plate.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_chest_plate_gcw.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_gloves.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_gloves_gcw.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_helmet.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_helmet_gcw.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_leggings.iff	1			
object/tangible/wearables/armor/rebel_spec_force/armor_rebel_spec_force_leggings_gcw.iff	1			
object/tangible/wearables/armor/ris/armor_ris_bicep_l.iff	1			
object/tangible/wearables/armor/ris/armor_ris_bicep_r.iff	1			
object/tangible/wearables/armor/ris/armor_ris_boots.iff	1			
object/tangible/wearables/armor/ris/armor_ris_bracer_l.iff	1			
object/tangible/wearables/armor/ris/armor_ris_bracer_r.iff	1			
object/tangible/wearables/armor/ris/armor_ris_chest_plate.iff	1			
object/tangible/wearables/armor/ris/armor_ris_gloves.iff	1			
object/tangible/wearables/armor/ris/armor_ris_helmet.iff	1			
object/tangible/wearables/armor/ris/armor_ris_leggings.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_bicep_camo_l.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_bicep_camo_r.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_bicep_l.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_bicep_l_gcw.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_bicep_r.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_bicep_r_gcw.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_boots.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_boots_camo.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_boots_gcw.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_bracer_camo_l.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_bracer_camo_r.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_bracer_l.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_bracer_l_gcw.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_bracer_r.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_bracer_r_gcw.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_chest_plate.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_chest_plate_camo.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_chest_plate_gcw.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_gloves.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_gloves_camo.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_gloves_gcw.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_helmet.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_helmet_camo.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_helmet_gcw.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_leggings.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_leggings_camo.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_leggings_gcw.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_utility_belt.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_utility_belt_camo.iff	1			
object/tangible/wearables/armor/scout_trooper/armor_scout_trooper_utility_belt_gcw.iff	1			
object/tangible/wearables/armor/singing_mountain_clan/armor_smc_s01_bicep_l.iff	1			
object/tangible/wearables/armor/singing_mountain_clan/armor_smc_s01_bicep_r.iff	1			
object/tangible/wearables/armor/singing_mountain_clan/armor_smc_s01_bracer_l.iff	1			
object/tangible/wearables/armor/singing_mountain_clan/armor_smc_s01_bracer_r.iff	1			
object/tangible/wearables/armor/snowtrooper/armor_snowtrooper_belt.iff	1			
object/tangible/wearables/armor/snowtrooper/armor_snowtrooper_bicep_l.iff	1			
object/tangible/wearables/armor/snowtrooper/armor_snowtrooper_bicep_r.iff	1			
object/tangible/wearables/armor/snowtrooper/armor_snowtrooper_boots.iff	1			
object/tangible/wearables/armor/snowtrooper/armor_snowtrooper_bracer_l.iff	1			
object/tangible/wearables/armor/snowtrooper/armor_snowtrooper_bracer_r.iff	1			
object/tangible/wearables/armor/snowtrooper/armor_snowtrooper_chest_plate.iff	1			
object/tangible/wearables/armor/snowtrooper/armor_snowtrooper_gloves.iff	1			
object/tangible/wearables/armor/snowtrooper/armor_snowtrooper_helmet.iff	1			
object/tangible/wearables/armor/snowtrooper/armor_snowtrooper_leggings.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_bicep_camo_l.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_bicep_camo_r.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_bicep_l.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_bicep_l_gcw.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_bicep_r.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_bicep_r_gcw.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_boots.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_boots_camo.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_boots_gcw.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_bracer_camo_l.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_bracer_camo_r.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_bracer_l.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_bracer_l_gcw.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_bracer_r.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_bracer_r_gcw.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_chest_plate.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_chest_plate_camo.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_chest_plate_gcw.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_chest_plate_groupleader_gcw.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_chest_plate_quest.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_gloves.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_gloves_camo.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_gloves_gcw.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_helmet.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_helmet_camo.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_helmet_gcw.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_helmet_quest.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_leggings.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_leggings_camo.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_leggings_gcw.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_leggings_quest.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_pvp_officer_chest_plate.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_utility_belt.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_utility_belt_camo.iff	1			
object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_utility_belt_gcw.iff	1			
object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_l.iff	1			
object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_r.iff	1			
object/tangible/wearables/armor/tantel/armor_tantel_skreej_boots.iff	1			
object/tangible/wearables/armor/tantel/armor_tantel_skreej_boots_quest.iff	1			
object/tangible/wearables/armor/tantel/armor_tantel_skreej_bracer_l.iff	1			
object/tangible/wearables/armor/tantel/armor_tantel_skreej_bracer_r.iff	1			
object/tangible/wearables/armor/tantel/armor_tantel_skreej_chest_plate.iff	1			
object/tangible/wearables/armor/tantel/armor_tantel_skreej_chest_plate_quest.iff	1			
object/tangible/wearables/armor/tantel/armor_tantel_skreej_gloves.iff	1			
object/tangible/wearables/armor/tantel/armor_tantel_skreej_helmet.iff	1			
object/tangible/wearables/armor/tantel/armor_tantel_skreej_helmet_quest.iff	1			
object/tangible/wearables/armor/tantel/armor_tantel_skreej_leggings.iff	1			
object/tangible/wearables/armor/ubese/armor_ubese_bandolier.iff	1			
object/tangible/wearables/armor/ubese/armor_ubese_boots.iff	1			
object/tangible/wearables/armor/ubese/armor_ubese_bracer_l.iff	1			
object/tangible/wearables/armor/ubese/armor_ubese_bracer_r.iff	1			
object/tangible/wearables/armor/ubese/armor_ubese_gloves.iff	1			
object/tangible/wearables/armor/ubese/armor_ubese_helmet.iff	1			
object/tangible/wearables/armor/ubese/armor_ubese_helmet_quest.iff	1			
object/tangible/wearables/armor/ubese/armor_ubese_jacket.iff	1			
object/tangible/wearables/armor/ubese/armor_ubese_jacket_quest.iff	1			
object/tangible/wearables/armor/ubese/armor_ubese_pants.iff	1			
object/tangible/wearables/armor/ubese/armor_ubese_pants_quest.iff	1			
object/tangible/wearables/armor/ubese/armor_ubese_shirt.iff	1			
object/tangible/wearables/armor/zam/armor_zam_wesell_belt.iff	1			
object/tangible/wearables/armor/zam/armor_zam_wesell_boots.iff	1			
object/tangible/wearables/armor/zam/armor_zam_wesell_chest_plate.iff	1			
object/tangible/wearables/armor/zam/armor_zam_wesell_chest_plate_quest.iff	1			
object/tangible/wearables/armor/zam/armor_zam_wesell_gloves.iff	1			
object/tangible/wearables/armor/zam/armor_zam_wesell_helmet.iff	1			
object/tangible/wearables/armor/zam/armor_zam_wesell_helmet_quest.iff	1			
object/tangible/wearables/armor/zam/armor_zam_wesell_pants.iff	1			
object/tangible/wearables/armor/zam/armor_zam_wesell_pants_quest.iff	1			
