name	string_name	string_detail	template_name	type	unique	required_level	required_skill	creation_objvars	charges	tier	value	scripts	version	can_reverse_engineer	comments
armor_recon_sta_lvl80_helmet_02_01	Ubese Helmet of Endurance	Ubese Helmet of Endurance	object/tangible/wearables/armor/ubese/armor_ubese_helmet.iff	armor		80				2	9670			1	
armor_recon_sta_lvl80_bicep_l_02_01	Left Bicep of Endurance	Left Bicep of Endurance	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_l.iff	armor		80				2	9670			1	
armor_recon_sta_lvl80_bicep_r_02_01	Right Bicep of Endurance	Right Bicep of Endurance	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_r.iff	armor		80				2	9670			1	
armor_recon_sta_lvl80_bracer_l_02_01	Ubese Left Bracer of Endurance	Ubese Left Bracer of Endurance	object/tangible/wearables/armor/ubese/armor_ubese_bracer_l.iff	armor		80				2	9670			1	
armor_recon_sta_lvl80_bracer_r_02_01	Ubese Right Bracer of Endurance	Ubese Right Bracer of Endurance	object/tangible/wearables/armor/ubese/armor_ubese_bracer_r.iff	armor		80				2	9670			1	
armor_recon_sta_lvl80_gloves_02_01	Ubese Gloves of Endurance	Ubese Gloves of Endurance	object/tangible/wearables/armor/ubese/armor_ubese_gloves.iff	armor		80				2	9670			1	
armor_recon_sta_lvl80_boots_02_01	Ubese Boots of Endurance	Ubese Boots of Endurance	object/tangible/wearables/armor/ubese/armor_ubese_boots.iff	armor		80				2	9670			1	
armor_recon_con_lvl80_chest_02_01	Tough Tantel Jacket	Tough Tantel Jacket	object/tangible/wearables/armor/tantel/armor_tantel_skreej_chest_plate.iff	armor		80				2	9670			1	
armor_recon_con_lvl80_leggings_02_01	Tough Tantel Leggings	Tough Tantel Leggings	object/tangible/wearables/armor/tantel/armor_tantel_skreej_leggings.iff	armor		80				2	9670			1	
armor_recon_con_lvl80_helmet_02_01	Tough Tantel Helmet	Tough Tantel Helmet	object/tangible/wearables/armor/tantel/armor_tantel_skreej_helmet.iff	armor		80				2	9670			1	
armor_recon_con_lvl80_bicep_l_02_01	Tough Tantel Left Bicep	Tough Tantel Left Bicep	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_l.iff	armor		80				2	9670			1	
armor_recon_con_lvl80_bicep_r_02_01	Tough Tantel Right Bicep	Tough Tantel Right Bicep	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_r.iff	armor		80				2	9670			1	
armor_recon_con_lvl80_bracer_l_02_01	Tough Tantel Left Bicep	Tough Tantel Left Bicep	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bracer_l.iff	armor		80				2	9670			1	
armor_recon_con_lvl80_bracer_r_02_01	Tough Tantel Right Bicep	Tough Tantel Right Bicep	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bracer_r.iff	armor		80				2	9670			1	
armor_recon_con_lvl80_gloves_02_01	Tough Tantel Gloves	Tough Tantel Gloves	object/tangible/wearables/armor/tantel/armor_tantel_skreej_gloves.iff	armor		80				2	9670			1	
armor_recon_con_lvl80_boots_02_01	Tough Tantel Boots	Tough Tantel Boots	object/tangible/wearables/armor/tantel/armor_tantel_skreej_boots.iff	armor		80				2	9670			1	
armor_recon_pre_lvl80_chest_02_01	Faultless Ubese Chest	Faultless Ubese Chest	object/tangible/wearables/armor/ubese/armor_ubese_jacket.iff	armor		80				2	9670			1	
armor_recon_pre_lvl80_leggings_02_01	Faultless Ubese Leggings	Faultless Ubese Leggings	object/tangible/wearables/armor/ubese/armor_ubese_pants.iff	armor		80				2	9670			1	
armor_recon_pre_lvl80_helmet_02_01	Faultless Ubese Helmet	Faultless Ubese Helmet	object/tangible/wearables/armor/ubese/armor_ubese_helmet.iff	armor		80				2	9670			1	
armor_recon_pre_lvl80_bicep_l_02_01	Faultless Left Bicep	Faultless Left Bicep	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_l.iff	armor		80				2	9670			1	
armor_recon_pre_lvl80_bicep_r_02_01	Faultless Right Bicep	Faultless Right Bicep	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_r.iff	armor		80				2	9670			1	
armor_recon_pre_lvl80_bracer_l_02_01	Faultless Ubese Left Bracer	Faultless Ubese Left Bracer	object/tangible/wearables/armor/ubese/armor_ubese_bracer_l.iff	armor		80				2	9670			1	
armor_recon_pre_lvl80_bracer_r_02_01	Faultless Ubese Right Bracer	Faultless Ubese Right Bracer	object/tangible/wearables/armor/ubese/armor_ubese_bracer_r.iff	armor		80				2	9670			1	
armor_recon_pre_lvl80_gloves_02_01	Faultless Ubese Gloves	Faultless Ubese Gloves	object/tangible/wearables/armor/ubese/armor_ubese_gloves.iff	armor		80				2	9670			1	
armor_recon_pre_lvl80_boots_02_01	Faultless Ubese Boots	Faultless Ubese Boots	object/tangible/wearables/armor/ubese/armor_ubese_boots.iff	armor		80				2	9670			1	
armor_recon_lck_lvl80_chest_02_01	Tantel Jacket of Destiny	Tantel Jacket of Destiny	object/tangible/wearables/armor/tantel/armor_tantel_skreej_chest_plate.iff	armor		80				2	9670			1	
armor_recon_lck_lvl80_leggings_02_01	Tantel Leggings of Destiny	Tantel Leggings of Destiny	object/tangible/wearables/armor/tantel/armor_tantel_skreej_leggings.iff	armor		80				2	9670			1	
armor_recon_lck_lvl80_helmet_02_01	Tantel Helmet of Destiny	Tantel Helmet of Destiny	object/tangible/wearables/armor/tantel/armor_tantel_skreej_helmet.iff	armor		80				2	9670			1	
armor_recon_lck_lvl80_bicep_l_02_01	Tantel Left Bicep of Destiny	Tantel Left Bicep of Destiny	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_l.iff	armor		80				2	9670			1	
armor_recon_lck_lvl80_bicep_r_02_01	Tantel Right Bicep of Destiny	Tantel Right Bicep of Destiny	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_r.iff	armor		80				2	9670			1	
armor_recon_lck_lvl80_bracer_l_02_01	Tantel Left Bicep of Destiny	Tantel Left Bicep of Destiny	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bracer_l.iff	armor		80				2	9670			1	
armor_recon_lck_lvl80_bracer_r_02_01	Tantel Right Bicep of Destiny	Tantel Right Bicep of Destiny	object/tangible/wearables/armor/tantel/armor_tantel_skreej_bracer_r.iff	armor		80				2	9670			1	
armor_recon_lck_lvl80_gloves_02_01	Tantel Gloves of Destiny	Tantel Gloves of Destiny	object/tangible/wearables/armor/tantel/armor_tantel_skreej_gloves.iff	armor		80				2	9670			1	
armor_recon_lck_lvl80_boots_02_01	Tantel Boots of Destiny	Tantel Boots of Destiny	object/tangible/wearables/armor/tantel/armor_tantel_skreej_boots.iff	armor		80				2	9670			1	
item_clothing_belt_agi_lvl80_02_01	Agile Belt	Agile Belt	object/tangible/wearables/belt/belt_s01.iff			80				2	9665			1	
item_clothing_belt_sta_lvl80_02_01	Belt of Endurance	Belt of Endurance	object/tangible/wearables/belt/belt_s11.iff			80				2	9665			1	
item_clothing_belt_con_lvl80_02_01	Tough Belt	Tough Belt	object/tangible/wearables/belt/belt_s18.iff			80				2	9665			1	
item_clothing_belt_str_lvl80_02_01	Mighty Belt	Mighty Belt	object/tangible/wearables/belt/belt_s05.iff			80				2	9665			1	
item_clothing_belt_pre_lvl80_02_01	Faultless Belt	Faultless Belt	object/tangible/wearables/belt/belt_s15.iff			80				2	9665			1	
item_clothing_belt_lck_lvl80_02_01	Belt of Destiny	Belt of Destiny	object/tangible/wearables/belt/belt_s02.iff			80				2	9665			1	
item_clothing_jacket_agi_lvl80_02_01	Agile Jacket	Agile Jacket	object/tangible/wearables/jacket/jacket_s02.iff			80				2	9665			1	
item_clothing_jacket_sta_lvl80_02_01	Jacket of Endurance	Jacket of Endurance	object/tangible/wearables/jacket/jacket_s11.iff			80				2	9665			1	
item_clothing_jacket_con_lvl80_02_01	Tough Jacket	Tough Jacket	object/tangible/wearables/jacket/jacket_s18.iff			80				2	9665			1	
item_clothing_jacket_str_lvl80_02_01	Mighty Jacket	Mighty Jacket	object/tangible/wearables/jacket/jacket_s35.iff			80				2	9665			1	
item_clothing_jacket_pre_lvl80_02_01	Faultless Jacket	Faultless Jacket	object/tangible/wearables/jacket/jacket_s07.iff			80				2	9665			1	
item_clothing_jacket_lck_lvl80_02_01	Jacket of Destiny	Jacket of Destiny	object/tangible/wearables/jacket/jacket_s15.iff			80				2	9665			1	
item_clothing_pants_agi_lvl80_02_01	Agile Pants	Agile Pants	object/tangible/wearables/pants/pants_s01.iff			80				2	9665			1	
item_clothing_pants_sta_lvl80_02_01	Pants of Endurance	Pants of Endurance	object/tangible/wearables/pants/pants_s09.iff			80				2	9665			1	
item_clothing_pants_con_lvl80_02_01	Tough Pants	Tough Pants	object/tangible/wearables/pants/pants_s22.iff			80				2	9665			1	
item_clothing_pants_str_lvl80_02_01	Mighty Pants	Mighty Pants	object/tangible/wearables/pants/pants_s27.iff			80				2	9665			1	
item_clothing_pants_pre_lvl80_02_01	Faultless Pants	Faultless Pants	object/tangible/wearables/pants/pants_s01.iff			80				2	9665			1	
item_clothing_pants_lck_lvl80_02_01	Pants of Destiny	Pants of Destiny	object/tangible/wearables/pants/pants_s09.iff			80				2	9665			1	
item_clothing_vest_agi_lvl80_02_01	Agile Vest	Agile Vest	object/tangible/wearables/vest/vest_s01.iff			80				2	9665			1	
item_clothing_vest_sta_lvl80_02_01	Vest of Endurance	Vest of Endurance	object/tangible/wearables/vest/vest_s10.iff			80				2	9665			1	
item_clothing_vest_con_lvl80_02_01	Tough Vest	Tough Vest	object/tangible/wearables/vest/vest_s05.iff			80				2	9665			1	
item_clothing_vest_str_lvl80_02_01	Mighty Vest	Mighty Vest	object/tangible/wearables/vest/vest_s02.iff			80				2	9665			1	
item_clothing_vest_pre_lvl80_02_01	Faultless Vest	Faultless Vest	object/tangible/wearables/vest/vest_s11.iff			80				2	9665			1	
item_clothing_vest_lck_lvl80_02_01	Vest of Destiny	Vest of Destiny	object/tangible/wearables/vest/vest_s06.iff			80				2	9665			1	
item_clothing_hat_agi_lvl80_02_01	Agile Hat	Agile Hat	object/tangible/wearables/hat/hat_s02.iff			80				2	9665			1	
item_clothing_hat_sta_lvl80_02_01	Hat of Endurance	Hat of Endurance	object/tangible/wearables/hat/hat_s10.iff			80				2	9665			1	
item_clothing_hat_con_lvl80_02_01	Tough Hat	Tough Hat	object/tangible/wearables/hat/hat_s04.iff			80				2	9665			1	
item_clothing_hat_str_lvl80_02_01	Mighty Hat	Mighty Hat	object/tangible/wearables/hat/hat_s12.iff			80				2	9665			1	
item_clothing_hat_pre_lvl80_02_01	Faultless Hat	Faultless Hat	object/tangible/wearables/hat/hat_s04.iff			80				2	9665			1	
item_clothing_hat_lck_lvl80_02_01	Hat of Destiny	Hat of Destiny	object/tangible/wearables/hat/hat_s02.iff			80				2	9665			1	
item_clothing_shirt_agi_lvl80_02_01	Agile Shirt	Agile Shirt	object/tangible/wearables/shirt/shirt_s03.iff			80				2	9665			1	
item_clothing_shirt_sta_lvl80_02_01	Shirt of Endurance	Shirt of Endurance	object/tangible/wearables/shirt/shirt_s11.iff			80				2	9665			1	
item_clothing_shirt_con_lvl80_02_01	Tough Shirt	Tough Shirt	object/tangible/wearables/shirt/shirt_s26.iff			80				2	9665			1	
item_clothing_shirt_str_lvl80_02_01	Mighty Shirt	Mighty Shirt	object/tangible/wearables/shirt/shirt_s42.iff			80				2	9665			1	
item_clothing_shirt_pre_lvl80_02_01	Faultless Shirt	Faultless Shirt	object/tangible/wearables/shirt/shirt_s10.iff			80				2	9665			1	
item_clothing_shirt_lck_lvl80_02_01	Shirt of Destiny	Shirt of Destiny	object/tangible/wearables/shirt/shirt_s07.iff			80				2	9665			1	
item_clothing_boots_agi_lvl80_02_01	Agile Boots	Agile Boots	object/tangible/wearables/boots/boots_s03.iff			80				2	9665			1	
item_clothing_boots_sta_lvl80_02_01	Boots of Endurance	Boots of Endurance	object/tangible/wearables/boots/boots_s21.iff			80				2	9665			1	
item_clothing_boots_con_lvl80_02_01	Tough Boots	Tough Boots	object/tangible/wearables/boots/boots_s14.iff			80				2	9665			1	
item_clothing_boots_str_lvl80_02_01	Mighty Boots	Mighty Boots	object/tangible/wearables/boots/boots_s04.iff			80				2	9665			1	
item_clothing_boots_pre_lvl80_02_01	Faultless Boots	Faultless Boots	object/tangible/wearables/boots/boots_s22.iff			80				2	9665			1	
item_clothing_boots_lck_lvl80_02_01	Boots of Destiny	Boots of Destiny	object/tangible/wearables/boots/boots_s15.iff			80				2	9665			1	
item_clothing_gloves_agi_lvl80_02_01	Agile Gloves	Agile Gloves	object/tangible/wearables/gloves/gloves_s02.iff			80				2	9665			1	
item_clothing_gloves_sta_lvl80_02_01	Gloves of Endurance	Gloves of Endurance	object/tangible/wearables/gloves/gloves_s13.iff			80				2	9665			1	
item_clothing_gloves_con_lvl80_02_01	Tough Gloves	Tough Gloves	object/tangible/wearables/gloves/gloves_s11.iff			80				2	9665			1	
item_clothing_gloves_str_lvl80_02_01	Mighty Gloves	Mighty Gloves	object/tangible/wearables/gloves/gloves_s07.iff			80				2	9665			1	
item_clothing_gloves_pre_lvl80_02_01	Faultless Gloves	Faultless Gloves	object/tangible/wearables/gloves/gloves_s03.iff			80				2	9665			1	
item_clothing_gloves_lck_lvl80_02_01	Gloves of Destiny	Gloves of Destiny	object/tangible/wearables/gloves/gloves_s14.iff			80				2	9665			1	
item_clothing_shoes_agi_lvl80_02_01	Agile Shoes	Agile Shoes	object/tangible/wearables/shoes/shoes_s01.iff			80				2	9665			1	
item_clothing_shoes_sta_lvl80_02_01	Shoes of Endurance	Shoes of Endurance	object/tangible/wearables/shoes/shoes_s01.iff			80				2	9665			1	
item_clothing_shoes_con_lvl80_02_01	Tough Shoes	Tough Shoes	object/tangible/wearables/shoes/shoes_s03.iff			80				2	9665			1	
item_clothing_shoes_str_lvl80_02_01	Mighty Shoes	Mighty Shoes	object/tangible/wearables/shoes/shoes_s07.iff			80				2	9665			1	
item_clothing_shoes_pre_lvl80_02_01	Faultless Shoes	Faultless Shoes	object/tangible/wearables/shoes/shoes_s02.iff			80				2	9665			1	
item_clothing_shoes_lck_lvl80_02_01	Shoes of Destiny	Shoes of Destiny	object/tangible/wearables/shoes/shoes_s02.iff			80				2	9665			1	
item_clothing_backpack_agi_lvl80_02_01	Agile Backpack	Agile Backpack	object/tangible/wearables/backpack/backpack_s01.iff			80				2	9665			1	
item_clothing_backpack_sta_lvl80_02_01	Backpack of Endurance	Backpack of Endurance	object/tangible/wearables/backpack/backpack_s04.iff			80				2	9665			1	
item_clothing_backpack_con_lvl80_02_01	Tough Backpack	Tough Backpack	object/tangible/wearables/backpack/backpack_s06.iff			80				2	9665			1	
item_clothing_backpack_str_lvl80_02_01	Mighty Backpack	Mighty Backpack	object/tangible/wearables/backpack/backpack_s03.iff			80				2	9665			1	
item_clothing_backpack_pre_lvl80_02_01	Faultless Backpack	Faultless Backpack	object/tangible/wearables/backpack/backpack_s05.iff			80				2	9665			1	
item_clothing_backpack_lck_lvl80_02_01	Backpack of Destiny	Backpack of Destiny	object/tangible/wearables/backpack/backpack_s01.iff			80				2	9665			1	
item_clothing_bandolier_agi_lvl80_02_01	Agile Bandolier	Agile Bandolier	object/tangible/wearables/bandolier/bandolier_s04.iff			80				2	9665			1	
item_clothing_bandolier_sta_lvl80_02_01	Bandolier of Endurance	Bandolier of Endurance	object/tangible/wearables/bandolier/bandolier_s08.iff			80				2	9665			1	
item_clothing_bandolier_con_lvl80_02_01	Tough Bandolier	Tough Bandolier	object/tangible/wearables/bandolier/bandolier_s06.iff			80				2	9665			1	
item_clothing_bandolier_str_lvl80_02_01	Mighty Bandolier	Mighty Bandolier	object/tangible/wearables/bandolier/bandolier_s04.iff			80				2	9665			1	
item_clothing_bandolier_pre_lvl80_02_01	Faultless Bandolier	Faultless Bandolier	object/tangible/wearables/bandolier/bandolier_s02.iff			80				2	9665			1	
item_clothing_bandolier_lck_lvl80_02_01	Bandolier of Destiny	Bandolier of Destiny	object/tangible/wearables/bandolier/bandolier_s06.iff			80				2	9665			1	
item_clothing_bracelet_l_agi_lvl80_02_01	Agile Bracelet (Left)	Agile Bracelet (Left)	object/tangible/wearables/bracelet/bracelet_s02_l.iff			80				2	9665			1	
item_clothing_bracelet_l_sta_lvl80_02_01	Bracelet (Left) of Endurance	Bracelet (Left) of Endurance	object/tangible/wearables/bracelet/bracelet_s04_l.iff			80				2	9665			1	
item_clothing_bracelet_l_con_lvl80_02_01	Tough Bracelet (Left)	Tough Bracelet (Left)	object/tangible/wearables/bracelet/bracelet_s06_l.iff			80				2	9665			1	
item_clothing_bracelet_l_str_lvl80_02_01	Mighty Bracelet (Left)	Mighty Bracelet (Left)	object/tangible/wearables/bracelet/bracelet_s03_l.iff			80				2	9665			1	
item_clothing_bracelet_l_pre_lvl80_02_01	Faultless Bracelet (Left)	Faultless Bracelet (Left)	object/tangible/wearables/bracelet/bracelet_s05_l.iff			80				2	9665			1	
item_clothing_bracelet_l_lck_lvl80_02_01	Bracelet (Left) of Destiny	Bracelet (Left) of Destiny	object/tangible/wearables/bracelet/bracelet_s02_l.iff			80				2	9665			1	
item_clothing_bracelet_r_agi_lvl80_02_01	Agile Bracelet (Right)	Agile Bracelet (Right)	object/tangible/wearables/bracelet/bracelet_s02_r.iff			80				2	9665			1	
item_clothing_bracelet_r_sta_lvl80_02_01	Bracelet (Right) of Endurance	Bracelet (Right) of Endurance	object/tangible/wearables/bracelet/bracelet_s04_r.iff			80				2	9665			1	
item_clothing_bracelet_r_con_lvl80_02_01	Tough Bracelet (Right)	Tough Bracelet (Right)	object/tangible/wearables/bracelet/bracelet_s06_r.iff			80				2	9665			1	
item_clothing_bracelet_r_str_lvl80_02_01	Mighty Bracelet (Right)	Mighty Bracelet (Right)	object/tangible/wearables/bracelet/bracelet_s03_r.iff			80				2	9665			1	
item_clothing_bracelet_r_pre_lvl80_02_01	Faultless Bracelet (Right)	Faultless Bracelet (Right)	object/tangible/wearables/bracelet/bracelet_s05_r.iff			80				2	9665			1	
item_clothing_bracelet_r_lck_lvl80_02_01	Bracelet (Right) of Destiny	Bracelet (Right) of Destiny	object/tangible/wearables/bracelet/bracelet_s02_r.iff			80				2	9665			1	
item_clothing_ring_agi_lvl80_02_01	Agile Ring	Agile Ring	object/tangible/wearables/ring/ring_s01.iff			80				2	9665			1	
item_clothing_ring_sta_lvl80_02_01	Ring of Endurance	Ring of Endurance	object/tangible/wearables/ring/ring_s04.iff			80				2	9665			1	
item_clothing_ring_con_lvl80_02_01	Tough Ring	Tough Ring	object/tangible/wearables/ring/ring_s03.iff			80				2	9665			1	
item_clothing_ring_str_lvl80_02_01	Mighty Ring	Mighty Ring	object/tangible/wearables/ring/ring_s02.iff			80				2	9665			1	
item_clothing_ring_pre_lvl80_02_01	Faultless Ring	Faultless Ring	object/tangible/wearables/ring/ring_s01.iff			80				2	9665			1	
item_clothing_ring_lck_lvl80_02_01	Ring of Destiny	Ring of Destiny	object/tangible/wearables/ring/ring_s04.iff			80				2	9665			1	
item_clothing_necklace_agi_lvl80_02_01	Agile Necklace	Agile Necklace	object/tangible/wearables/necklace/necklace_s01.iff			80				2	9665			1	
item_clothing_necklace_sta_lvl80_02_01	Necklace of Endurance	Necklace of Endurance	object/tangible/wearables/necklace/necklace_s08.iff			80				2	9665			1	
item_clothing_necklace_con_lvl80_02_01	Tough Necklace	Tough Necklace	object/tangible/wearables/necklace/necklace_s03.iff			80				2	9665			1	
item_clothing_necklace_str_lvl80_02_01	Mighty Necklace	Mighty Necklace	object/tangible/wearables/necklace/necklace_s10.iff			80				2	9665			1	
item_clothing_necklace_pre_lvl80_02_01	Faultless Necklace	Faultless Necklace	object/tangible/wearables/necklace/necklace_s05.iff			80				2	9665			1	
item_clothing_necklace_lck_lvl80_02_01	Necklace of Destiny	Necklace of Destiny	object/tangible/wearables/necklace/necklace_s12.iff			80				2	9665			1	
item_consumable_drop_agi_lvl01_01_02	Dexterity Stim	This item will increase your agility when used.	object/tangible/loot/generic_usable/stim_a_generic.iff			1			3	2	90	item.buff_click_item,object.autostack		1	
item_consumable_drop_agi_lvl10_01_02	Improved Dexterity Stim	This item will increase your agility when used.	object/tangible/loot/generic_usable/stim_a_generic.iff			10			3	2	210	item.buff_click_item,object.autostack		1	
item_consumable_drop_agi_lvl20_01_02	Advanced Dexterity Stim	This item will increase your agility when used.	object/tangible/loot/generic_usable/stim_a_generic.iff			20			3	2	470	item.buff_click_item,object.autostack		1	
item_consumable_drop_agi_lvl30_01_02	Quickness Stim	This item will increase your agility when used.	object/tangible/loot/generic_usable/stim_a_generic.iff			30			3	2	840	item.buff_click_item,object.autostack		1	
item_consumable_drop_agi_lvl40_01_02	Improved Quickness Stim	This item will increase your agility when used.	object/tangible/loot/generic_usable/stim_a_generic.iff			40			3	2	1290	item.buff_click_item,object.autostack		1	
item_consumable_drop_agi_lvl50_01_02	Advanced Quickness Stim	This item will increase your agility when used.	object/tangible/loot/generic_usable/stim_a_generic.iff			50			3	2	1750	item.buff_click_item,object.autostack		1	
item_consumable_drop_agi_lvl60_01_02	Agility Stim	This item will increase your agility when used.	object/tangible/loot/generic_usable/stim_a_generic.iff			60			3	2	2220	item.buff_click_item,object.autostack		1	
item_consumable_drop_agi_lvl70_01_02	Improved Agility Stim	This item will increase your agility when used.	object/tangible/loot/generic_usable/stim_a_generic.iff			70			3	2	2610	item.buff_click_item,object.autostack		1	
item_consumable_drop_agi_lvl80_01_02	Advanced Agility Stim	This item will increase your agility when used.	object/tangible/loot/generic_usable/stim_a_generic.iff			80			3	2	2890	item.buff_click_item,object.autostack		1	
item_consumable_drop_sta_lvl01_01_02	Fortitude Stim	This item will increase your stamina when used.	object/tangible/loot/generic_usable/stim_a_generic.iff			1			3	2	90	item.buff_click_item,object.autostack		1	
item_consumable_drop_sta_lvl10_01_02	Improved Fortitude Stim	This item will increase your stamina when used.	object/tangible/loot/generic_usable/stim_a_generic.iff			10			3	2	210	item.buff_click_item,object.autostack		1	
item_consumable_drop_sta_lvl20_01_02	Advanced Fortitude Stim	This item will increase your stamina when used.	object/tangible/loot/generic_usable/stim_a_generic.iff			20			3	2	470	item.buff_click_item,object.autostack		1	
item_consumable_drop_sta_lvl30_01_02	Endurance Stim	This item will increase your stamina when used.	object/tangible/loot/generic_usable/stim_a_generic.iff			30			3	2	840	item.buff_click_item,object.autostack		1	
item_consumable_drop_sta_lvl40_01_02	Improved Endurance Stim	This item will increase your stamina when used.	object/tangible/loot/generic_usable/stim_a_generic.iff			40			3	2	1290	item.buff_click_item,object.autostack		1	
item_consumable_drop_sta_lvl50_01_02	Advanced Endurance Stim	This item will increase your stamina when used.	object/tangible/loot/generic_usable/stim_a_generic.iff			50			3	2	1750	item.buff_click_item,object.autostack		1	
item_consumable_drop_sta_lvl60_01_02	Stamina Stim	This item will increase your stamina when used.	object/tangible/loot/generic_usable/stim_a_generic.iff			60			3	2	2220	item.buff_click_item,object.autostack		1	
item_consumable_drop_sta_lvl70_01_02	Improved Stamina Stim	This item will increase your stamina when used.	object/tangible/loot/generic_usable/stim_a_generic.iff			70			3	2	2610	item.buff_click_item,object.autostack		1	
item_consumable_drop_sta_lvl80_01_02	Advanced Stamina Stim	This item will increase your stamina when used.	object/tangible/loot/generic_usable/stim_a_generic.iff			80			3	2	2890	item.buff_click_item,object.autostack		1	
item_consumable_drop_con_lvl01_01_02	Fitness Stim	This item will increase your constitution when used.	object/tangible/loot/generic_usable/stim_syringe_generic.iff			1			3	2	90	item.buff_click_item,object.autostack		1	
item_consumable_drop_con_lvl10_01_02	Improved Fitness Stim	This item will increase your constitution when used.	object/tangible/loot/generic_usable/stim_syringe_generic.iff			10			3	2	210	item.buff_click_item,object.autostack		1	
item_consumable_drop_con_lvl20_01_02	Advanced Fitness Stim	This item will increase your constitution when used.	object/tangible/loot/generic_usable/stim_syringe_generic.iff			20			3	2	470	item.buff_click_item,object.autostack		1	
item_consumable_drop_con_lvl30_01_02	Health Stim	This item will increase your constitution when used.	object/tangible/loot/generic_usable/stim_syringe_generic.iff			30			3	2	840	item.buff_click_item,object.autostack		1	
item_consumable_drop_con_lvl40_01_02	Improved Health Stim	This item will increase your constitution when used.	object/tangible/loot/generic_usable/stim_syringe_generic.iff			40			3	2	1290	item.buff_click_item,object.autostack		1	
item_consumable_drop_con_lvl50_01_02	Advanced Health Stim	This item will increase your constitution when used.	object/tangible/loot/generic_usable/stim_syringe_generic.iff			50			3	2	1750	item.buff_click_item,object.autostack		1	
item_consumable_drop_con_lvl60_01_02	Constitution Stim	This item will increase your constitution when used.	object/tangible/loot/generic_usable/stim_syringe_generic.iff			60			3	2	2220	item.buff_click_item,object.autostack		1	
item_consumable_drop_con_lvl70_01_02	Improved Constitution Stim	This item will increase your constitution when used.	object/tangible/loot/generic_usable/stim_syringe_generic.iff			70			3	2	2610	item.buff_click_item,object.autostack		1	
item_consumable_drop_con_lvl80_01_02	Advanced Constitution Stim	This item will increase your constitution when used.	object/tangible/loot/generic_usable/stim_syringe_generic.iff			80			3	2	2890	item.buff_click_item,object.autostack		1	
item_consumable_drop_str_lvl01_01_02	Energy Stim	This item will increase your strength when used.	object/tangible/loot/generic_usable/stim_medium_generic.iff			1			3	2	90	item.buff_click_item,object.autostack		1	
item_consumable_drop_str_lvl10_01_02	Improved Energy Stim	This item will increase your strength when used.	object/tangible/loot/generic_usable/stim_medium_generic.iff			10			3	2	210	item.buff_click_item,object.autostack		1	
item_consumable_drop_str_lvl20_01_02	Advanced Energy Stim	This item will increase your strength when used.	object/tangible/loot/generic_usable/stim_medium_generic.iff			20			3	2	470	item.buff_click_item,object.autostack		1	
item_consumable_drop_str_lvl30_01_02	Power Stim	This item will increase your strength when used.	object/tangible/loot/generic_usable/stim_medium_generic.iff			30			3	2	840	item.buff_click_item,object.autostack		1	
item_consumable_drop_str_lvl40_01_02	Improved Power Stim	This item will increase your strength when used.	object/tangible/loot/generic_usable/stim_medium_generic.iff			40			3	2	1290	item.buff_click_item,object.autostack		1	
item_consumable_drop_str_lvl50_01_02	Advanced Power Stim	This item will increase your strength when used.	object/tangible/loot/generic_usable/stim_medium_generic.iff			50			3	2	1750	item.buff_click_item,object.autostack		1	
item_consumable_drop_str_lvl60_01_02	Strength Stim	This item will increase your strength when used.	object/tangible/loot/generic_usable/stim_medium_generic.iff			60			3	2	2220	item.buff_click_item,object.autostack		1	
item_consumable_drop_str_lvl70_01_02	Improved Strength Stim	This item will increase your strength when used.	object/tangible/loot/generic_usable/stim_medium_generic.iff			70			3	2	2610	item.buff_click_item,object.autostack		1	
item_consumable_drop_str_lvl80_01_02	Advanced Strength Stim	This item will increase your strength when used.	object/tangible/loot/generic_usable/stim_medium_generic.iff			80			3	2	2890	item.buff_click_item,object.autostack		1	
item_consumable_drop_pre_lvl01_01_02	Perception Scope	This item will increase your precision when used.	object/tangible/loot/generic_usable/scope_weapon_generic.iff			1			3	2	90	item.buff_click_item,object.autostack		1	
item_consumable_drop_pre_lvl10_01_02	Improved Perception Scope	This item will increase your precision when used.	object/tangible/loot/generic_usable/scope_weapon_generic.iff			10			3	2	210	item.buff_click_item,object.autostack		1	
item_consumable_drop_pre_lvl20_01_02	Advanced Perception Scope	This item will increase your precision when used.	object/tangible/loot/generic_usable/scope_weapon_generic.iff			20			3	2	470	item.buff_click_item,object.autostack		1	
item_consumable_drop_pre_lvl30_01_02	Ocular Enhancement Scope	This item will increase your precision when used.	object/tangible/loot/generic_usable/scope_weapon_generic.iff			30			3	2	840	item.buff_click_item,object.autostack		1	
